TITLE,BSA-EGCG-ex_ex_2.5nm_Sen_High
DATA TYPE,FLUORESCENCE SPECTRUM
ORIGIN,JASCO
OWNER,50 mM Na Phosphate, pH 7
DATE,22/03/08
TIME,12:35:09
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,1
XUNITS,NANOMETERS
YUNITS,INTENSITY
FIRSTX,  300.0000
LASTX,  500.0000
NPOINTS,     201
FIRSTY,     1.76752
MAXY,    32.33498
MINY,     1.76752
XYDATA
300.0000,1.76752
301.0000,2.60014
302.0000,2.43649
303.0000,4.17325
304.0000,4.37406
305.0000,6.802
306.0000,5.16042
307.0000,7.74175
308.0000,7.8299
309.0000,8.32553
310.0000,7.89773
311.0000,6.81194
312.0000,8.33609
313.0000,9.34078
314.0000,10.8272
315.0000,8.40978
316.0000,7.54872
317.0000,5.60324
318.0000,5.79386
319.0000,5.13001
320.0000,6.49512
321.0000,6.96367
322.0000,9.08794
323.0000,9.07683
324.0000,9.71255
325.0000,8.75756
326.0000,9.85268
327.0000,8.89438
328.0000,10.0783
329.0000,10.5307
330.0000,9.74862
331.0000,10.6971
332.0000,10.6939
333.0000,10.9756
334.0000,12.8757
335.0000,13.9024
336.0000,14.233
337.0000,14.3693
338.0000,13.4088
339.0000,13.4838
340.0000,13.9253
341.0000,13.3212
342.0000,15.2868
343.0000,15.1321
344.0000,16.0235
345.0000,17.2738
346.0000,17.7602
347.0000,20.6277
348.0000,20.9622
349.0000,20.5928
350.0000,17.8324
351.0000,16.8498
352.0000,17.9026
353.0000,16.0199
354.0000,17.2745
355.0000,16.8455
356.0000,17.0766
357.0000,20.1511
358.0000,16.2819
359.0000,15.2329
360.0000,14.8699
361.0000,14.714
362.0000,17.3371
363.0000,17.5467
364.0000,15.6973
365.0000,14.0693
366.0000,13.3009
367.0000,14.5831
368.0000,15.3395
369.0000,17.1489
370.0000,20.3618
371.0000,19.5208
372.0000,20.2504
373.0000,19.4195
374.0000,16.0222
375.0000,16.1318
376.0000,17.5653
377.0000,16.9325
378.0000,16.8463
379.0000,16.2468
380.0000,14.5081
381.0000,17.8467
382.0000,16.1359
383.0000,21.2533
384.0000,20.0565
385.0000,20.0075
386.0000,21.8426
387.0000,18.0696
388.0000,14.7697
389.0000,13.3888
390.0000,15.819
391.0000,16.8747
392.0000,19.0056
393.0000,17.6037
394.0000,18.7966
395.0000,16.8129
396.0000,18.3275
397.0000,18.7762
398.0000,15.045
399.0000,12.7392
400.0000,10.7612
401.0000,16.2156
402.0000,16.2967
403.0000,18.5191
404.0000,16.8195
405.0000,17.1828
406.0000,20.4005
407.0000,19.7364
408.0000,21.2571
409.0000,20.3801
410.0000,17.9476
411.0000,17.9123
412.0000,20.2138
413.0000,21.0812
414.0000,21.5246
415.0000,21.1369
416.0000,20.5556
417.0000,19.3161
418.0000,17.9936
419.0000,16.9211
420.0000,15.599
421.0000,14.1844
422.0000,12.2329
423.0000,10.6741
424.0000,12.4703
425.0000,13.1668
426.0000,14.1298
427.0000,17.0309
428.0000,17.9758
429.0000,15.6381
430.0000,15.2205
431.0000,13.5895
432.0000,14.8147
433.0000,14.9853
434.0000,12.5777
435.0000,12.519
436.0000,12.6769
437.0000,12.6989
438.0000,15.3589
439.0000,12.3808
440.0000,14.0796
441.0000,12.009
442.0000,13.9367
443.0000,13.911
444.0000,12.2741
445.0000,10.6534
446.0000,10.9466
447.0000,13.4117
448.0000,16.9327
449.0000,16.6438
450.0000,13.2581
451.0000,12.0677
452.0000,13.4979
453.0000,13.6496
454.0000,11.9733
455.0000,14.5812
456.0000,14.5974
457.0000,14.4839
458.0000,13.4775
459.0000,11.2488
460.0000,13.667
461.0000,12.6023
462.0000,15.5059
463.0000,14.376
464.0000,13.084
465.0000,10.5962
466.0000,12.2602
467.0000,12.458
468.0000,14.3673
469.0000,15.456
470.0000,12.315
471.0000,12.6234
472.0000,13.9415
473.0000,15.5106
474.0000,16.5352
475.0000,15.2983
476.0000,12.4889
477.0000,11.5737
478.0000,12.1037
479.0000,11.4286
480.0000,12.8909
481.0000,14.9286
482.0000,13.1195
483.0000,14.2286
484.0000,9.76107
485.0000,8.10173
486.0000,10.8444
487.0000,11.6786
488.0000,12.7072
489.0000,14.0174
490.0000,12.1742
491.0000,10.1273
492.0000,10.9003
493.0000,10.492
494.0000,9.19339
495.0000,7.89901
496.0000,7.43346
497.0000,8.79307
498.0000,10.4167
499.0000,14.3722
500.0000,32.335

##### Extended Information
[Comments]
Sample name,BSA-EGCG-ex_ex_2.5nm_Sen_High
Comment,BSA-EGCG-Response-0.1sec-2.5nm-High-Sample-07
User,Dexter Dean - March 8, 2022
Division,50 mM Na Phosphate, pH 7
Company,Georgia Institute of Technology

[Detailed Information]
Creation date,3/8/2022 12:35 PM

Data array type,Linear data array
Horizontal axis,Wavelength [nm]
Vertical axis,Int.
Start,300 nm
End,500 nm
Data interval,1 nm
Data points,201     

[Measurement Information]
Model name,FP-8200
Serial No.,C023861448
  Ex filter holder,None
  Em filter holder,None

Accessory,SCE-845
Accessory S/N,C023861448
  Attachment,Standard Cell Block

Measurement date,3/8/2022 12:35 PM

Mode,Emission
Ex bandwidth,2.5 nm
Em bandwidth,2.5 nm
Response,0.1 sec
Sensitivity,High
Measurement range,300 - 500 nm
Data interval,1 nm
Ex wavelength,280.0 nm
Scan speed,2000 nm/min
Auto gain,Off
Shutter control,Open only for measurement
Light source,Xe lamp
Filter,Not used
Blank correction,Off

